Application ID,Applicant Name,Email,Intended Major,High School State,Application Fee,Submission Date
1427,ALICE JONES,ajones@gmail.com,Art,KS,$509.72,pending
1454,arthur STONE,astone@gmail.com,,,$336.31,05-11-2023
1584,PETER DOE,pdoe@dailybugle.com,Physics,,$810.14,12/31/2023
,Arthur SMITH,asmith@skynet.com,Biology,KS,"$1,775.96",07/07/2023
1091,Arthur BROWN,abrown@dailybugle.com,Physics,NY," $1,432.09 ",2023-01-19
1339,barry PRINCE,bprince@gmail.com,Art,CA,"$1,312.64",pending
1897,DIANA PRINCE,dprince@stark.com,Engineering,FL,$481.36,pending
1564,mary Rogers,mrogers@skynet.com,Journalism,NY,"$1,791.17",04/02/2023
1345,wanda allen,wallen@skynet.com,History,NY,"$1,416.15",2023-11-06
1776,Bob PARKER,bparker@yahoo.com,Math,TX,"$1,842.52","May 31, 2023"
1241,MARY prince,mprince@edu.org,Biology,NV,$439.73,2023-10-07
1013,hal Smith,hsmith@edu.org,Math,OR,$309.59,"Jan 30, 2023"
1315,clark PARKER,cparker@stark.com,,AZ,$596.88,2023-01-26
1600,BARRY jane,bjane@outlook.com,History,KS,"$1,416.17",08-28-2023
1387,PETER connor,pconnor@outlook.com,Math,AZ,$483.65,02-20-2023
1273,CHARLIE CONNOR,cconnor@stark.com,Computer Science,FL,$626.96,2023-12-30
1166,wanda PARKER,wparker@edu.org,Physics,NY,$496.33,2023-11-08
1840,diana wayne,dwayne@outlook.com,Engineering,AZ,"$1,922.42",2023-07-08
1020,Bruce JANE,bjane@stark.com,Physics,CA,$358.72,07-30-2023
1646,Bob Jones,bjones@edu.org,Journalism,NJ,"$1,737.94",05/17/2023
1818,CHARLIE PARKER,cparker@yahoo.com,History,AZ,$593.44,2023-11-24
1484,HAL JORDAN,hjordan@dailybugle.com,Physics,FL,$453.85,2023-08-31
1312,charlie Jordan,cjordan@gmail.com,Physics,NY,$182.38,11/21/2023
1504,Sara WAYNE,swayne@stark.com,Computer Science,KS,$796.49,08/14/2023
1831,CLARK parker,cparker@gmail.com,,NV,$954.20,"Jul 12, 2023"
1243,Barry PARKER,bparker@yahoo.com,Engineering,TX,"$1,341.96",01-28-2023
1566,Charlie JORDAN,cjordan@skynet.com,Engineering,,$646.11,07/17/2023
1875,JOHN Wayne,jwayne@skynet.com,Business,,$872.58,unknown
1562,arthur JONES,ajones@outlook.com,Physics,NV,"$1,384.08",pending
1235,ALICE BROWN,abrown@stark.com,Journalism,,"$1,415.36","Apr 05, 2023"
,PETER PARKER,pparker@gmail.com,Art,KS," $1,272.69 ","Jun 26, 2023"
1957,HAL Jordan,hjordan@yahoo.com,Computer Science,FL,$199.89,2023-04-22
1189,BARRY WAYNE,bwayne@dailybugle.com,Physics,CA," $1,897.58 ",07-20-2023
,Mary stone,mstone@edu.org,Computer Science,OR,"$1,481.83",2023-09-20
1699,arthur STONE,astone@outlook.com,Engineering,,$710.31,"Nov 25, 2023"
1510,HAL PRINCE,hprince@dailybugle.com,Journalism,NJ," $1,497.46 ","Jul 23, 2023"
1474,diana STONE,dstone@yahoo.com,History,OR,"$1,247.84",06-19-2023
1856,Barry STONE,bstone@edu.org,,WA,$133.88,12/07/2023
1747,Clark MAXIMOFF,cmaximoff@yahoo.com,Journalism,WA,"$1,778.79",pending
1252,steve ROGERS,srogers@gmail.com,,TX,"$1,259.08",2023-10-21
1021,Bruce kent,bkent@yahoo.com,Agriculture,FL,$445.85,07/24/2023
1459,HAL Allen,hallen@yahoo.com,Art,,$179.43,03-13-2023
1276,CHARLIE brown,cbrown@stark.com,Math,NV,$889.69,"Dec 24, 2023"
1955,bob wayne,bwayne@yahoo.com,Business,CA,"$1,659.17",2023-06-22
1385,ARTHUR Connor,aconnor@stark.com,History,FL,$260.44,12-20-2023
1805,victor SMITH,vsmith@yahoo.com,Biology,WA,"$1,134.79","Dec 15, 2023"
1343,Victor doe,vdoe@skynet.com,Business,NJ,$669.93,2023-02-20
1769,BARRY WAYNE,bwayne@gmail.com,Engineering,NJ,"$1,809.46",06/18/2023
1130,BARRY JONES,bjones@edu.org,Art,,$145.57,10-28-2023
1871,Arthur Wayne,awayne@gmail.com,Art,NJ,"$1,619.10",05-07-2023
1087,John Stone,jstone@gmail.com,Computer Science,KS,"$1,582.76",2023/05/27
1330,diana MAXIMOFF,dmaximoff@edu.org,,AZ,$862.30,10-18-2023
1466,STEVE Allen,sallen@edu.org,Journalism,,$389.22,10-20-2023
1121,Charlie ROGERS,crogers@stark.com,History,AZ,"$1,746.27","Aug 17, 2023"
1299,peter Wayne,pwayne@dailybugle.com,Journalism,KS,$689.05,2023-06-06
,CHARLIE Brown,cbrown@yahoo.com,Business,KS," $1,875.22 ",unknown
